Feed_inefficiency,Protein_efficiency,Animal_mortality,Fertilizer_use,Land_use,Soy_use,Permanent_grassland,Grazing,Manure_biogas,Renewable_electricity_use,Carbon_footprint
1.214,27.980,3.893,309.247,1.600,3.687,0.189,36.475,0,1,1.328
1.280,21.681,2.441,261.476,1.421,14.329,1.034,25.666,0,0,1.325
0.758,31.929,8.502,383.235,1.994,0.421,0.506,30.396,0,0,1.385
1.168,24.225,6.555,385.734,1.185,1.092,0.806,31.060,0,0,1.330
0.837,30.350,3.367,175.809,2.319,50.944,0.145,1.964,0,0,1.294
1.313,25.934,4.744,227.871,1.466,5.024,0.151,5.162,0,0,1.312
1.409,23.914,5.211,180.022,1.921,1.800,0.844,38.302,0,0,1.343
1.329,24.076,3.546,314.485,1.241,7.409,1.687,35.266,0,0,1.320
1.415,25.157,3.293,396.721,0.770,11.017,0.511,3.136,0,0,1.290
1.399,22.605,10.517,167.104,1.692,0.738,0.335,14.265,0,0,1.330
1.117,26.037,2.712,221.182,1.523,44.535,0.699,15.527,0,0,1.310
1.045,25.129,7.506,298.457,1.111,68.184,1.545,2.423,0,0,1.326
0.830,33.894,4.047,356.715,1.875,11.638,1.506,4.735,0,0,1.364
1.457,22.680,9.257,165.439,2.022,1.178,0.575,18.930,0,1,1.352
1.079,27.342,11.603,334.195,1.361,1.352,0.191,15.682,0,0,1.330
1.484,21.235,5.991,177.083,1.180,43.111,0.576,5.750,0,0,1.327
1.177,25.900,3.851,351.165,1.255,15.413,0.598,33.078,0,0,1.323
1.059,23.950,5.808,245.281,1.531,31.652,0.698,9.488,0,0,1.321
1.241,22.046,2.576,327.502,1.321,0.760,1.824,30.125,0,0,1.328
0.910,29.361,7.684,216.257,2.447,6.243,0.657,8.709,0,0,1.347
1.035,21.190,9.297,70.632,3.624,36.668,0.453,33.215,0,1,1.297
1.158,24.099,4.841,313.955,1.402,1.671,0.460,18.908,0,0,1.329
0.893,27.695,3.557,352.258,1.369,54.275,2.283,8.682,0,0,1.333
1.099,24.492,9.057,308.274,1.379,4.816,1.219,8.502,0,0,1.327
1.126,20.435,3.165,333.896,1.339,4.110,0.711,14.747,0,0,1.334
1.382,25.174,2.024,340.121,1.069,0.478,0.525,15.133,0,0,1.304
1.201,26.982,4.885,253.136,1.608,2.997,0.629,14.172,0,0,1.325
1.215,31.009,6.624,187.007,1.738,15.035,1.387,0.367,0,0,1.307
0.946,24.595,2.793,290.771,1.772,14.067,0.403,30.873,0,0,1.341
1.172,24.600,7.477,106.154,3.272,2.577,0.319,22.073,0,0,1.347
1.451,20.518,3.353,321.786,0.989,20.224,0.667,18.703,0,0,1.319
1.101,25.135,8.702,154.600,3.191,0.486,0.369,44.429,0,1,1.378
0.952,19.646,1.879,265.504,1.835,6.307,1.583,59.531,0,0,1.345
1.062,25.987,5.171,186.513,2.501,13.334,0.160,15.915,0,1,1.344
0.898,25.233,5.837,214.746,2.495,1.142,0.282,31.664,0,0,1.353
0.883,25.359,7.442,479.671,1.167,40.515,0.925,2.810,0,0,1.367
1.112,33.261,8.543,145.330,2.244,28.463,1.706,4.791,0,0,1.305
0.869,31.182,6.555,263.932,1.720,53.274,1.712,18.575,0,0,1.305
1.331,23.790,9.023,243.110,1.644,0.400,0.289,60.845,0,0,1.358
1.097,22.297,3.602,192.718,2.312,16.227,0.668,25.555,0,1,1.340
1.067,28.323,4.452,351.047,1.602,4.340,0.860,53.652,0,0,1.344
0.836,27.217,1.072,472.201,1.211,72.132,1.038,4.796,0,0,1.369
1.323,22.125,7.423,159.206,2.534,0.401,1.120,36.188,0,1,1.366
1.102,23.899,4.017,175.625,2.398,7.068,0.392,35.067,0,0,1.340
1.151,24.921,1.262,264.471,1.899,0.442,2.418,12.590,0,1,1.341
1.116,30.094,8.356,211.924,2.619,2.327,2.778,24.682,1,1,1.355
1.234,27.349,5.989,259.006,1.503,11.247,0.592,26.302,0,0,1.325
1.234,19.460,4.153,190.527,1.950,14.816,0.224,14.074,1,0,1.313
1.460,18.488,5.948,192.811,1.630,1.537,1.195,22.025,0,0,1.338
1.209,28.721,3.001,247.653,2.092,1.341,1.460,64.007,0,0,1.354
0.757,33.875,12.396,366.455,2.057,0.887,0.226,15.720,0,0,1.387
1.050,25.609,3.755,262.205,1.761,12.839,0.677,21.572,0,0,1.335
1.156,24.581,7.865,181.325,1.912,11.857,1.126,3.818,0,0,1.322
1.065,21.381,1.245,299.265,1.789,0.951,0.511,16.052,0,1,1.344
1.126,24.449,1.261,300.186,1.518,18.459,0.433,37.866,0,0,1.331
1.195,23.509,3.434,414.520,1.217,4.003,1.743,63.542,0,0,1.333
1.251,22.304,1.502,231.662,1.824,0.498,0.404,34.637,0,0,1.339
1.353,22.600,11.747,368.903,0.904,0.657,1.362,19.991,0,0,1.321
0.845,24.554,2.210,399.262,1.411,39.029,0.325,21.508,0,0,1.358
0.813,26.279,12.469,391.708,1.599,4.363,0.722,27.060,0,0,1.367
1.127,30.211,7.983,211.303,2.034,0.442,2.131,6.358,0,0,1.338
0.926,27.821,6.887,436.267,1.363,2.871,0.813,5.859,0,0,1.360
1.255,29.823,6.979,116.624,1.881,59.596,0.359,11.108,0,1,1.305
1.153,22.786,2.507,173.639,2.692,0.400,0.872,14.739,0,1,1.356
1.198,27.286,5.739,293.509,1.393,7.426,1.369,15.629,0,0,1.325
1.561,27.007,6.984,137.168,2.764,0.400,0.205,55.266,0,1,1.400
1.155,22.164,10.581,166.809,2.411,0.400,2.057,61.837,0,0,1.369
1.273,24.592,10.730,239.902,1.081,59.460,0.680,0.723,1,0,1.306
0.912,25.329,3.790,269.703,1.818,27.233,0.459,31.453,0,0,1.336
1.128,26.906,3.422,344.505,1.424,0.642,1.081,21.325,0,0,1.336
1.215,26.384,12.302,75.812,3.245,29.792,0.808,7.175,0,1,1.331
0.903,23.450,5.770,433.075,1.231,37.606,1.271,6.739,0,0,1.366
1.217,27.769,2.718,236.186,1.518,26.639,0.894,16.695,0,0,1.316
1.452,24.041,2.007,216.361,1.794,0.422,1.339,48.114,0,0,1.344
1.016,35.517,5.562,272.106,1.162,76.104,0.113,0.956,0,0,1.277
0.818,26.647,0.584,308.437,2.028,10.422,0.716,25.153,0,0,1.363
1.215,25.523,8.679,261.181,1.430,9.481,0.138,17.615,0,0,1.329
1.263,28.043,4.986,317.308,1.324,1.303,0.639,25.361,0,0,1.325
1.183,25.282,5.582,285.551,1.629,0.400,1.004,42.468,0,0,1.346
1.133,25.366,3.920,295.258,1.552,0.424,0.552,13.033,0,0,1.336
1.091,25.009,3.924,367.099,1.277,9.355,0.583,5.382,0,0,1.337
1.018,27.525,10.249,146.839,1.711,60.689,0.861,0.999,0,0,1.292
1.365,24.901,6.672,223.492,1.450,16.717,1.852,31.336,0,0,1.332
1.253,22.852,6.544,316.821,1.181,6.655,0.923,6.716,0,0,1.325
1.152,20.879,3.058,188.300,2.561,1.546,1.014,42.476,0,1,1.360
1.202,24.883,3.798,426.809,1.102,0.402,1.485,26.956,0,0,1.329
0.995,26.390,11.460,329.985,1.412,23.855,0.159,30.007,0,0,1.340
1.373,36.067,1.499,269.763,0.776,48.814,0.781,6.941,0,0,1.259
1.471,26.093,5.054,172.638,1.779,5.384,1.438,25.565,0,0,1.338
0.762,34.140,7.652,460.929,1.411,57.356,0.726,3.828,0,0,1.353
0.955,32.008,9.867,376.586,1.544,3.107,0.949,12.129,0,0,1.353
1.343,24.028,4.503,196.014,2.073,0.648,0.344,53.734,0,0,1.359
1.002,27.436,5.664,223.268,2.363,1.315,0.736,31.493,0,0,1.360
0.766,24.185,2.192,368.779,1.676,20.599,0.269,5.101,0,0,1.375
1.141,29.745,9.305,284.982,1.624,5.815,0.893,11.050,0,1,1.335
1.199,20.804,7.088,293.011,1.264,14.805,1.665,2.722,0,0,1.333
1.213,26.429,5.785,268.986,1.476,3.056,1.411,8.070,0,0,1.327
0.877,36.778,11.498,302.745,1.310,80.397,1.508,6.264,0,0,1.278
1.340,19.693,7.287,167.189,1.854,3.415,1.623,7.988,0,0,1.334
0.794,33.266,9.703,386.853,1.676,29.008,0.631,12.295,0,0,1.355
0.771,25.272,2.390,280.609,2.313,13.518,1.202,13.155,0,1,1.367
0.991,26.111,8.383,241.725,1.899,12.426,1.243,13.445,0,0,1.339
0.881,30.275,6.634,224.940,2.274,24.735,0.421,12.672,0,0,1.337
0.843,28.749,3.166,440.620,1.571,0.416,1.423,8.852,0,0,1.386
0.932,26.231,9.214,328.223,1.288,60.059,0.711,21.492,0,0,1.334
1.080,29.417,12.102,64.659,2.742,67.452,0.996,4.360,0,1,1.282
1.075,28.458,12.339,268.778,1.676,0.719,0.347,11.923,0,0,1.340
1.245,31.411,5.434,188.148,1.811,12.645,0.269,3.513,0,0,1.320
1.112,24.930,3.092,319.391,1.679,0.437,0.384,21.014,0,1,1.346
1.169,34.217,4.416,215.871,2.094,1.853,1.727,7.927,0,0,1.347
1.329,21.128,4.330,172.987,2.103,0.508,1.688,31.549,0,0,1.350
0.802,37.127,0.622,445.416,1.514,49.891,1.901,2.482,0,0,1.355
0.876,32.598,1.566,108.311,2.583,76.616,0.978,6.793,0,0,1.255
1.339,24.634,4.631,209.273,1.835,0.685,0.919,31.611,0,0,1.347
1.180,25.073,2.107,460.791,0.969,42.632,0.707,35.236,0,0,1.328
1.129,24.771,1.336,294.649,1.700,1.747,0.443,35.451,0,0,1.348
1.012,26.762,8.879,249.493,2.366,0.944,0.963,52.284,0,1,1.378
1.077,25.160,11.691,297.318,1.227,43.446,0.913,21.070,0,0,1.335
1.097,28.315,9.985,174.268,1.218,83.328,0.957,16.119,0,0,1.305
1.105,27.260,5.119,236.267,1.602,34.628,0.177,18.334,0,0,1.325
1.064,26.496,2.999,248.459,2.131,13.416,1.188,38.335,1,0,1.333
1.073,24.834,5.442,303.532,1.334,39.346,0.419,17.988,0,0,1.337
1.434,21.877,5.640,133.309,2.542,0.414,1.163,2.034,0,1,1.358
1.032,31.409,6.523,372.516,1.295,34.419,1.093,20.823,0,0,1.328
1.103,23.304,0.924,413.237,1.137,35.949,0.785,24.222,0,0,1.346
1.566,22.744,4.373,177.387,1.597,0.429,0.159,10.593,0,0,1.334
1.010,22.409,2.434,238.277,2.024,6.090,0.329,27.547,0,0,1.351
1.307,28.551,13.161,376.223,0.916,0.596,0.147,17.587,0,0,1.317
0.921,34.720,3.965,242.092,1.468,79.884,1.726,0.090,0,0,1.286
1.224,23.109,1.828,250.773,1.600,44.103,0.248,41.066,0,1,1.334
1.364,26.987,11.695,134.854,2.413,0.503,1.321,32.484,0,0,1.372
0.959,31.076,12.221,204.805,1.409,79.768,0.648,21.661,0,0,1.290
1.090,22.526,5.040,253.380,1.779,1.644,1.182,14.521,0,0,1.347
1.100,19.853,3.171,164.486,2.387,26.978,0.206,2.686,0,1,1.338
1.274,26.520,0.978,256.714,1.803,0.542,0.934,40.724,0,0,1.347
0.992,29.994,0.656,412.340,1.576,0.401,0.443,18.040,0,1,1.357
0.814,28.327,3.819,298.055,1.957,39.821,0.763,12.681,0,1,1.347
0.929,30.728,6.758,301.678,2.016,0.555,0.317,16.328,0,0,1.371
0.901,23.704,10.949,214.017,2.553,2.614,0.710,9.146,0,1,1.362
0.996,31.636,10.093,445.161,1.295,1.122,1.519,11.637,0,0,1.356
0.948,23.293,7.229,165.819,2.985,0.423,1.118,57.367,0,0,1.368
0.709,27.443,10.412,483.796,1.506,22.388,1.628,14.291,0,0,1.398
1.223,24.157,4.918,284.077,1.618,0.971,1.073,14.829,1,0,1.327
1.175,30.196,1.542,247.811,1.964,0.434,0.653,20.822,0,0,1.351
1.184,29.447,6.309,229.665,1.814,2.930,1.116,8.901,0,0,1.340
0.831,24.777,6.482,357.424,1.340,69.999,0.867,8.014,0,0,1.359
0.958,25.284,6.259,285.255,1.406,61.517,1.929,37.117,0,0,1.332
0.728,37.313,1.406,380.918,2.063,27.880,2.177,8.341,0,0,1.389
0.991,25.542,7.805,297.149,1.641,9.410,0.258,6.322,0,0,1.349
1.578,18.706,0.841,144.833,2.674,0.442,0.225,40.295,0,1,1.373
0.856,32.782,9.359,275.649,2.158,27.751,0.326,12.015,0,1,1.350
1.146,25.233,6.959,232.153,2.061,0.504,0.383,9.987,0,1,1.357
1.299,25.399,3.588,179.650,2.083,0.929,0.961,14.164,0,0,1.346
1.256,36.879,12.909,235.473,1.423,1.511,0.993,3.587,0,0,1.316
1.281,21.978,3.178,324.592,1.274,7.836,0.204,26.859,0,0,1.340
0.970,27.143,5.625,372.420,1.419,18.117,1.044,6.942,0,0,1.355
1.100,28.994,5.316,263.007,1.924,0.886,0.938,24.844,0,0,1.357
1.067,30.583,1.582,214.530,2.205,13.591,1.588,8.557,0,0,1.347
1.361,25.443,2.769,138.721,3.099,1.750,1.854,36.079,0,1,1.387
1.196,24.420,0.990,227.486,1.898,8.324,0.379,25.632,0,0,1.345
0.881,26.284,0.721,329.169,1.920,2.960,1.699,26.139,0,0,1.375
1.161,25.092,3.754,306.683,1.527,1.337,1.248,21.759,0,0,1.347
1.264,24.005,10.460,250.511,1.578,0.891,0.986,36.831,0,0,1.358
0.870,31.052,1.697,335.257,2.190,5.865,0.125,59.319,0,0,1.380
1.232,28.966,4.029,261.231,1.575,27.738,0.636,48.359,0,0,1.331
1.119,27.589,10.954,138.197,1.861,68.564,1.386,20.276,0,1,1.317
1.009,29.205,9.311,135.471,2.369,40.861,0.425,5.350,0,0,1.308
1.088,22.784,3.733,233.373,1.937,2.663,0.880,13.297,0,0,1.350
0.924,35.568,3.213,322.837,1.746,28.786,2.212,2.693,0,0,1.345
0.958,27.281,3.292,265.895,1.836,44.484,1.872,18.919,0,1,1.336
0.916,28.307,4.137,358.469,1.314,83.537,0.125,23.008,0,1,1.325
1.041,28.438,2.805,216.562,2.510,3.610,1.500,36.534,0,0,1.370
1.325,21.610,1.706,243.382,2.079,0.599,0.353,65.221,0,1,1.367
0.948,29.009,2.546,227.511,1.467,83.089,0.937,9.719,0,0,1.310
1.393,21.913,3.528,261.241,1.521,8.379,0.957,53.062,0,0,1.353
0.934,29.069,6.379,423.711,1.457,0.417,2.532,6.729,0,0,1.374
1.155,25.064,3.528,236.102,2.296,4.874,1.552,56.773,0,1,1.371
1.154,25.783,5.993,250.627,1.229,59.262,0.448,10.246,0,0,1.330
1.194,27.868,6.539,217.144,1.841,18.870,0.735,34.570,0,0,1.344
1.302,19.654,3.955,371.320,1.323,4.520,0.639,11.781,1,1,1.320
0.909,23.920,10.200,238.570,2.138,0.670,0.418,10.821,0,0,1.358
1.203,20.262,2.629,317.357,1.397,41.143,0.481,51.425,0,1,1.345
1.108,29.378,2.627,161.708,2.513,32.942,0.943,7.591,0,1,1.341
0.859,25.867,7.613,265.953,1.814,43.105,0.355,65.512,0,0,1.337
0.775,26.632,11.396,243.545,1.980,73.715,1.534,3.884,1,1,1.306
1.174,24.846,4.444,206.190,1.540,41.511,0.906,4.831,0,0,1.329
1.239,24.356,1.988,297.967,1.638,8.122,1.007,66.686,0,0,1.353
0.807,31.683,3.739,383.059,1.813,22.540,1.084,25.693,0,0,1.375
1.179,28.147,1.449,190.888,1.963,38.154,0.138,2.749,0,1,1.333
1.115,27.138,1.865,436.565,1.193,12.615,0.672,22.183,0,0,1.346
1.432,20.268,4.076,238.261,1.675,3.970,0.312,62.744,0,0,1.368
1.306,19.382,0.905,201.933,1.911,7.544,0.252,31.940,0,0,1.351
0.913,35.496,10.260,201.357,2.892,14.232,0.754,10.823,0,0,1.377
1.266,33.590,14.208,251.725,1.274,4.906,1.452,5.467,0,0,1.319
1.074,21.969,8.127,243.420,1.824,4.322,1.202,26.887,0,0,1.357
1.169,22.747,10.886,200.384,1.574,28.116,1.471,7.469,0,0,1.337
1.278,25.757,12.052,214.051,1.544,8.993,0.306,15.441,0,0,1.343
1.404,25.411,1.347,239.501,1.453,8.419,0.462,12.108,0,0,1.331
1.440,24.255,4.796,166.041,2.208,3.966,1.076,49.317,0,0,1.372
1.067,28.413,6.914,298.861,1.375,35.929,1.213,7.106,0,0,1.334
1.230,25.502,3.555,246.502,1.723,0.619,1.535,14.378,0,0,1.347
0.912,31.190,5.786,273.952,2.352,0.584,0.919,23.693,0,0,1.388
1.267,21.630,1.829,244.049,1.540,21.864,1.034,23.034,0,0,1.345
1.127,29.412,10.579,199.937,2.353,0.533,0.969,30.006,0,0,1.375
1.228,22.802,3.226,220.655,1.862,0.401,0.268,12.243,0,0,1.349
1.266,30.959,5.429,253.372,1.008,54.906,1.251,2.145,0,0,1.306
0.927,30.429,7.286,384.685,1.313,68.539,0.959,22.469,0,1,1.326
1.160,19.265,7.797,262.660,1.697,9.728,1.449,33.316,1,0,1.346
1.182,29.955,2.652,251.397,1.538,23.581,0.727,3.997,0,0,1.329
0.929,25.814,6.187,265.497,2.076,1.084,1.476,10.630,0,0,1.369
1.191,28.772,3.428,323.540,1.346,31.360,1.293,40.311,0,0,1.331
0.911,32.010,8.077,330.013,1.543,42.633,0.136,9.199,0,0,1.340
0.933,25.603,11.537,245.104,1.528,58.389,0.285,28.942,0,0,1.335
0.957,25.647,7.655,288.806,1.253,82.885,1.154,34.431,0,0,1.337
1.045,24.613,3.227,434.331,1.296,0.950,0.770,20.434,0,0,1.366
1.347,24.066,8.634,116.686,2.637,3.270,0.688,20.075,0,0,1.365
1.141,22.805,7.893,193.229,2.369,10.830,1.876,57.494,1,0,1.353
1.312,18.780,6.024,232.897,1.739,14.929,0.881,17.781,0,1,1.358
1.270,22.037,2.635,202.253,2.184,0.504,0.768,55.426,0,0,1.370
1.247,25.548,7.046,308.939,1.518,6.839,0.425,62.177,0,0,1.363
1.191,23.510,2.807,368.880,1.232,14.951,1.278,23.514,0,0,1.349
1.421,24.611,2.000,354.097,0.967,26.361,0.206,21.667,0,0,1.326
1.077,32.633,4.657,260.276,1.955,1.513,0.198,0.760,0,0,1.362
1.386,25.687,2.182,252.408,1.383,25.489,0.619,32.102,0,0,1.337
1.375,23.086,4.387,143.404,2.076,35.147,0.367,61.392,0,0,1.354
0.960,20.798,6.768,248.352,2.246,1.180,0.367,33.491,0,1,1.375
1.396,25.534,4.974,143.545,2.256,0.401,0.865,8.755,0,0,1.356
1.150,26.187,3.739,448.998,1.141,0.413,0.563,17.851,0,0,1.352
1.120,24.917,7.060,280.456,1.607,9.325,0.955,21.593,0,0,1.356
0.989,31.222,3.760,327.132,1.916,2.372,1.570,2.747,1,0,1.363
1.571,20.378,7.926,313.463,1.170,3.463,1.443,64.080,0,0,1.369
1.432,20.308,3.335,163.561,2.325,2.157,0.971,59.417,0,0,1.379
1.343,31.461,9.216,229.769,1.519,4.414,0.502,0.536,1,0,1.315
0.913,31.929,4.797,302.844,1.980,9.764,0.227,0.878,0,0,1.375
1.252,34.208,3.560,261.324,1.334,39.280,0.219,3.871,1,0,1.292
1.057,25.792,9.348,256.993,1.943,4.692,1.842,41.512,0,0,1.372
1.191,34.602,8.496,203.130,2.365,1.958,0.401,9.633,0,1,1.384
1.186,24.835,5.508,180.598,2.924,0.666,0.253,57.687,0,1,1.399
1.117,20.015,7.211,326.264,1.338,10.074,1.475,3.828,0,0,1.358
0.882,30.948,2.197,149.131,2.069,82.126,0.734,10.558,0,0,1.285
1.000,25.686,5.372,235.333,2.376,2.463,0.542,5.831,0,1,1.378
1.071,23.519,7.041,230.689,2.027,0.402,1.483,19.565,0,0,1.365
1.198,24.087,3.932,231.156,2.126,1.375,1.674,19.255,0,1,1.370
0.937,22.957,15.004,193.698,1.993,25.995,0.143,13.324,0,0,1.341
0.894,30.745,5.700,266.659,2.375,4.149,0.214,17.625,0,0,1.389
1.208,30.712,1.838,238.066,1.312,53.607,0.797,8.516,0,0,1.316
1.103,21.388,4.477,251.700,1.934,2.608,2.081,57.000,0,0,1.374
0.733,34.112,4.956,387.740,1.736,59.474,0.136,7.849,0,1,1.354
0.935,22.778,5.097,227.290,1.976,26.101,1.252,14.326,0,0,1.352
1.092,21.895,5.838,162.432,2.688,0.402,0.399,35.633,0,0,1.371
1.239,21.685,6.751,126.034,2.734,4.305,0.913,22.266,0,0,1.363
1.100,26.352,6.838,189.383,1.668,50.169,0.368,10.965,0,0,1.330
1.265,27.624,3.088,292.587,1.202,45.520,1.235,27.686,0,0,1.331
1.267,27.792,7.742,261.859,1.501,3.580,1.767,14.963,0,0,1.348
1.423,23.712,5.923,188.724,1.953,0.400,1.027,36.432,0,0,1.372
1.152,27.247,11.822,285.960,1.396,38.195,0.518,22.237,1,0,1.328
1.360,23.034,6.238,216.104,1.566,11.041,0.655,15.572,0,0,1.351
1.372,26.991,3.404,212.092,1.872,7.249,0.494,10.071,0,1,1.357
1.324,21.579,3.427,208.975,2.111,0.522,1.518,65.220,0,0,1.381
1.120,35.981,3.470,177.052,1.244,82.627,0.366,0.203,0,0,1.278
1.128,23.490,5.788,230.005,1.193,86.216,0.604,22.861,0,0,1.352
1.168,25.018,2.613,276.043,1.812,2.931,0.558,41.766,0,0,1.367
0.945,29.891,10.360,232.431,2.425,2.266,0.328,14.186,0,0,1.383
1.013,25.468,3.226,126.479,3.595,13.373,0.347,45.800,0,0,1.363
0.941,29.550,9.872,349.592,1.628,9.299,1.402,7.832,0,0,1.371
1.139,27.737,7.290,215.629,2.088,1.505,1.519,12.190,0,0,1.365
1.079,31.282,8.989,281.672,1.932,0.411,0.664,28.337,0,0,1.378
1.255,25.861,8.136,328.386,1.340,0.507,0.695,31.509,0,0,1.358
0.908,28.118,2.518,310.919,1.675,60.548,2.291,24.261,1,0,1.328
1.187,23.289,7.265,183.513,2.139,3.898,0.347,13.102,0,0,1.360
0.816,25.559,4.339,403.105,1.701,8.806,0.635,42.324,0,0,1.394
1.132,25.493,12.485,192.826,1.918,13.458,2.019,9.386,0,0,1.351
1.392,23.093,6.461,162.950,1.729,25.086,0.376,17.055,0,0,1.352
1.207,25.338,4.215,249.179,2.044,9.797,0.716,45.856,0,1,1.373
1.100,26.748,3.609,307.087,1.133,83.119,0.497,28.930,0,0,1.339
1.160,24.046,2.138,414.051,1.069,41.493,2.154,13.418,0,0,1.360
1.376,20.885,0.944,169.151,2.571,17.511,0.234,68.982,0,1,1.375
1.222,24.148,14.852,301.349,1.088,29.904,0.955,11.615,0,0,1.353
1.089,23.633,8.619,226.903,1.712,39.296,0.276,65.407,0,0,1.360
1.034,29.887,2.729,348.842,1.918,1.210,0.350,37.557,1,0,1.369
0.967,25.682,2.983,132.080,2.024,77.617,0.512,43.776,0,0,1.303
1.025,22.723,8.528,245.707,1.525,48.752,1.002,28.266,0,0,1.356
1.211,23.749,2.833,222.070,1.746,20.494,0.761,15.133,0,0,1.352
1.088,25.310,3.570,176.465,2.042,57.377,1.027,14.170,0,1,1.340
1.022,26.317,3.144,339.722,1.622,1.437,0.273,5.454,0,0,1.375
1.399,23.031,8.707,143.307,2.588,3.271,0.690,20.438,0,1,1.391
1.151,26.143,4.003,300.692,1.612,0.402,0.924,13.960,0,0,1.364
1.092,26.581,1.364,474.236,1.327,0.500,0.419,56.261,0,0,1.366
1.186,22.251,3.905,379.868,1.386,2.353,1.461,65.319,0,0,1.371
1.171,27.238,2.713,285.515,1.277,57.713,0.129,25.727,0,0,1.338
1.359,38.269,3.250,322.846,1.242,0.528,0.497,1.393,1,1,1.300
1.206,23.798,7.001,260.172,1.488,20.766,0.773,18.244,0,0,1.357
1.229,20.521,6.123,225.795,1.807,3.422,2.090,25.380,0,0,1.368
1.166,27.342,3.772,160.361,2.460,16.301,0.870,13.926,0,0,1.358
0.925,33.691,10.989,241.161,2.336,11.630,0.507,1.186,0,0,1.377
1.141,24.760,8.033,207.644,2.047,26.243,0.273,19.391,0,1,1.363
1.289,29.435,4.804,304.091,1.448,0.997,0.654,24.801,0,0,1.353
1.409,31.636,2.380,282.217,1.177,21.045,0.587,2.045,1,0,1.301
1.280,26.791,6.653,130.911,2.438,12.692,0.328,5.424,0,0,1.356
1.101,23.413,3.725,244.004,1.947,1.281,0.915,11.666,0,0,1.368
1.072,27.217,6.681,135.710,1.685,77.929,1.973,10.978,0,0,1.316
1.372,22.052,3.265,208.157,1.994,4.589,0.618,53.427,0,0,1.378
1.115,23.667,6.265,192.949,2.350,37.107,0.346,40.355,1,1,1.342
1.071,29.562,2.913,105.717,2.267,83.124,0.610,3.818,0,1,1.306
1.374,37.227,10.675,90.014,1.205,66.197,0.536,0.286,0,1,1.305
1.088,21.961,2.750,247.036,1.352,75.472,0.266,37.412,0,0,1.358
0.985,27.314,4.152,396.031,1.357,28.382,1.227,4.641,0,0,1.374
1.126,23.892,2.950,163.008,2.705,17.892,1.253,27.348,1,0,1.345
1.260,21.478,5.122,225.258,2.012,0.521,1.959,60.273,0,0,1.387
0.889,28.861,3.830,391.234,1.695,2.196,0.196,3.874,0,0,1.401
1.152,22.471,7.583,267.651,1.549,37.884,1.661,6.088,0,1,1.362
0.988,26.357,2.526,220.078,2.602,11.314,0.739,70.560,0,0,1.380
1.143,27.742,2.906,176.961,2.053,35.209,0.409,13.321,0,0,1.342
1.282,25.198,5.448,231.959,1.707,1.093,1.658,7.995,0,0,1.359
1.266,19.185,3.936,350.143,1.364,11.799,2.365,20.101,0,1,1.361
1.399,22.871,6.492,187.430,2.128,2.678,1.039,56.585,0,0,1.393
1.424,19.489,1.905,353.415,1.100,15.628,1.705,22.863,0,0,1.356
1.323,25.131,7.150,135.632,3.144,1.925,0.141,29.878,0,1,1.411
1.187,27.133,4.250,199.617,1.832,33.797,1.138,22.024,0,0,1.348
1.436,23.283,3.261,221.335,2.183,2.249,0.327,61.545,0,1,1.394
0.953,26.781,3.311,336.382,1.886,1.044,1.317,37.142,0,0,1.394
1.244,25.669,9.028,138.089,2.157,23.238,0.623,6.982,0,0,1.351
0.841,33.341,3.412,299.063,2.423,12.341,0.234,28.084,0,0,1.405
1.284,21.439,4.383,193.379,2.255,0.479,0.688,54.788,0,0,1.389
1.041,29.360,5.620,265.125,1.542,57.499,0.538,33.580,0,0,1.337
1.326,24.589,4.517,145.753,2.272,14.407,0.761,15.342,0,0,1.363
1.270,24.759,2.749,235.746,1.954,0.519,1.425,36.012,0,0,1.377
1.295,20.375,1.743,254.085,1.890,0.425,1.375,31.990,1,0,1.358
1.001,27.402,2.603,335.458,1.825,0.400,1.564,28.263,0,0,1.391
1.081,26.625,2.446,341.864,1.772,0.747,0.625,24.287,1,0,1.369
1.084,24.075,0.608,185.630,2.842,4.559,0.312,66.066,0,0,1.386
1.298,23.771,1.903,270.145,1.794,1.328,0.870,54.809,0,0,1.378
0.972,37.571,6.069,300.186,1.699,36.955,1.788,0.000,0,0,1.346
0.888,24.045,8.232,393.268,1.193,85.397,0.250,39.470,0,0,1.376
1.198,22.203,9.203,265.903,1.415,21.067,1.122,6.793,0,0,1.364
1.206,20.240,3.096,279.230,1.628,0.763,0.379,17.386,0,0,1.372
1.151,26.184,2.914,143.418,3.357,0.414,0.643,34.101,0,0,1.402
1.232,26.596,1.287,258.586,1.786,0.431,0.524,11.749,0,0,1.369
1.167,25.817,10.406,283.578,1.141,56.184,0.195,6.455,0,0,1.356
1.371,24.810,1.024,243.139,1.617,17.231,0.931,31.611,0,0,1.360
0.925,25.711,4.833,265.491,2.181,0.409,1.005,5.307,0,0,1.392
1.126,28.620,10.630,179.653,1.935,33.272,1.035,13.348,0,0,1.348
0.898,30.665,5.236,358.875,1.944,0.588,0.432,23.536,0,0,1.410
1.225,27.981,5.082,210.932,1.936,7.354,0.698,6.169,0,0,1.365
1.214,26.551,3.206,189.368,2.245,22.490,0.950,19.021,1,0,1.346
0.993,31.468,3.427,363.862,1.569,19.106,1.506,5.990,0,0,1.377
0.941,33.340,5.424,198.560,1.756,79.099,0.897,12.125,0,0,1.307
