Feed_inefficiency,Protein_efficiency,Animal_mortality,Fertilizer_use,Land_use,Soy_use,Permanent_grassland,Grazing,Manure_biogas,Renewable_electricity_use,Carbon_footprint
1.123,30.510,6.795,230.589,1.500,32.104,0.569,32.043,0,0,1.275
1.239,19.371,3.303,275.968,1.134,38.468,1.274,35.301,0,0,1.304
1.004,28.340,13.181,289.422,1.662,0.415,2.085,8.456,1,0,1.284
1.422,23.482,1.919,264.121,1.207,0.882,2.639,20.275,0,0,1.279
1.096,29.148,12.272,370.738,1.096,0.782,0.607,9.253,0,0,1.284
1.109,24.656,3.212,353.844,1.233,40.338,0.452,48.797,0,1,1.282
1.462,25.620,3.461,88.144,3.102,8.514,0.720,19.423,0,1,1.330
1.076,21.561,5.242,448.324,1.098,0.541,1.406,55.948,0,0,1.309
0.965,32.596,3.835,172.777,1.711,65.873,0.180,23.178,0,0,1.240
1.186,25.607,3.587,172.716,2.375,8.019,0.299,23.746,0,1,1.313
1.303,30.572,4.718,197.455,1.634,2.202,1.365,13.830,0,0,1.284
1.127,27.894,8.514,184.008,2.755,0.402,0.159,60.322,0,1,1.350
1.261,23.640,11.896,231.270,1.303,2.147,0.171,16.169,0,0,1.290
1.121,26.387,6.898,288.915,1.426,0.414,1.850,18.220,0,0,1.295
1.206,22.877,8.873,277.259,1.572,2.017,0.424,48.434,0,1,1.315
1.002,22.354,0.764,178.433,2.774,0.400,0.424,27.503,0,1,1.321
0.983,31.399,1.754,329.000,1.755,0.401,0.789,29.323,0,0,1.317
1.113,22.499,2.379,224.420,2.054,5.457,0.816,33.318,0,1,1.311
0.961,24.420,6.409,162.197,3.079,0.582,2.230,28.485,0,1,1.331
1.355,18.957,5.586,164.439,1.753,33.525,0.682,22.974,0,1,1.310
1.545,23.894,3.662,232.899,1.480,5.253,0.343,40.432,0,1,1.303
1.215,21.185,3.067,396.958,1.017,17.436,0.261,45.676,0,0,1.297
1.046,29.368,6.449,209.594,1.814,18.343,0.326,9.257,0,0,1.285
0.908,30.223,2.856,423.472,1.168,56.514,0.586,17.726,0,0,1.297
0.926,23.631,3.497,255.201,2.084,12.522,0.921,58.725,0,1,1.313
1.229,25.528,8.272,194.071,2.058,1.193,0.922,25.410,0,1,1.318
1.258,26.694,1.440,157.387,2.424,1.346,0.737,35.104,0,0,1.312
1.190,25.819,4.215,349.512,1.108,0.426,0.813,5.293,0,0,1.283
1.026,25.518,12.791,207.597,1.937,0.464,0.885,22.273,0,0,1.305
0.740,29.317,1.376,210.355,2.703,16.538,0.765,1.650,0,0,1.320
1.048,29.993,8.789,341.763,0.927,63.804,0.761,3.083,0,0,1.276
1.102,22.946,4.969,122.804,1.781,48.531,1.197,3.617,0,0,1.270
0.923,33.652,6.587,346.121,1.600,4.521,2.095,1.807,0,0,1.312
1.073,25.672,8.786,435.594,1.114,1.148,0.286,39.954,0,0,1.307
1.136,28.088,5.539,296.649,1.394,3.727,1.145,17.359,0,0,1.292
0.969,26.950,3.840,211.219,2.316,0.401,1.822,22.638,0,0,1.317
1.221,21.806,2.442,274.334,1.347,24.222,1.560,58.272,0,0,1.301
1.057,30.098,12.483,255.583,1.441,17.905,0.772,11.564,0,0,1.282
1.166,26.227,3.532,281.423,1.398,12.305,0.821,26.068,0,0,1.292
0.983,27.326,10.560,246.832,1.392,59.233,2.093,5.563,0,1,1.281
0.742,34.352,3.342,361.248,1.846,29.240,0.425,14.996,0,0,1.323
1.403,20.843,3.245,202.951,1.528,2.550,2.759,22.061,0,0,1.297
1.357,23.475,6.805,310.731,1.007,10.747,1.365,27.912,0,0,1.289
0.831,33.237,2.050,396.410,1.565,28.458,0.272,18.453,0,0,1.315
1.156,29.674,5.629,276.830,1.861,1.473,0.335,49.655,0,1,1.318
1.243,22.938,6.141,103.584,2.001,56.050,0.513,10.844,0,1,1.288
1.205,26.107,4.998,367.811,1.183,16.654,0.447,38.521,0,1,1.283
0.992,22.522,10.756,286.935,1.519,0.578,0.574,26.563,0,0,1.310
1.139,28.375,2.734,135.362,3.369,0.405,0.627,12.716,0,1,1.350
0.990,32.022,3.960,248.845,1.165,82.465,0.517,18.523,0,0,1.252
1.101,24.963,4.127,347.402,1.277,5.266,1.987,23.040,0,0,1.300
1.083,29.470,7.617,195.053,1.931,11.660,0.266,10.549,0,0,1.292
1.154,26.612,3.104,246.911,1.651,5.221,1.468,23.213,0,0,1.298
0.898,28.056,4.894,348.032,1.438,25.256,1.424,8.197,0,0,1.308
1.162,26.648,1.148,292.170,1.278,39.231,0.503,45.137,0,0,1.281
0.977,28.562,4.688,79.439,1.898,79.277,0.741,3.064,0,0,1.230
1.006,26.083,3.653,238.313,1.165,81.142,1.276,16.943,0,0,1.283
0.834,27.497,3.165,165.323,2.632,41.056,0.704,3.246,0,1,1.287
1.355,19.658,4.384,107.873,2.715,0.605,0.151,49.933,0,0,1.323
0.852,32.547,0.582,281.575,1.486,72.945,1.009,18.648,0,0,1.264
1.204,21.814,4.748,151.031,2.522,0.446,0.237,69.275,0,0,1.329
1.155,26.028,2.905,332.854,1.182,10.066,1.326,5.279,0,0,1.289
1.124,31.422,4.179,336.942,1.149,32.853,0.959,22.538,0,0,1.274
0.845,35.158,4.442,212.957,2.459,26.728,1.136,3.466,0,0,1.303
0.966,30.890,5.083,280.063,1.664,18.485,1.371,8.346,0,0,1.296
1.076,29.361,4.470,263.489,1.974,3.299,0.650,30.836,0,1,1.318
1.149,27.706,4.692,141.031,2.647,1.316,0.207,12.032,0,0,1.312
1.177,29.746,7.724,300.315,1.359,0.407,1.574,3.598,0,1,1.285
1.147,28.925,6.549,252.754,1.569,0.413,0.555,10.910,0,0,1.294
1.230,24.730,8.040,181.230,2.257,1.619,0.517,34.811,0,1,1.329
1.293,22.330,6.789,184.380,1.676,0.401,1.595,12.366,0,0,1.296
1.322,27.515,5.046,427.509,0.731,23.727,1.281,19.215,0,0,1.266
0.894,23.170,3.394,214.224,2.246,3.571,1.786,38.216,0,0,1.314
1.352,23.848,3.879,153.166,1.926,11.254,0.805,30.244,0,0,1.303
0.927,29.819,1.789,310.423,1.865,0.575,0.652,19.458,0,0,1.326
1.411,23.461,11.117,235.780,0.995,5.776,1.107,2.569,0,0,1.279
1.280,22.023,4.035,260.448,1.408,0.400,0.385,28.604,0,0,1.301
1.088,24.657,10.270,135.186,3.015,0.406,2.242,8.931,0,1,1.329
1.309,28.459,9.052,138.682,2.005,2.703,1.687,10.228,0,0,1.299
1.253,22.630,10.492,149.877,1.957,3.741,0.234,23.483,0,0,1.308
1.218,38.033,4.119,251.206,1.831,3.999,1.038,34.244,0,0,1.303
1.385,26.363,3.163,265.376,1.036,38.508,0.232,36.955,0,0,1.281
1.383,19.406,1.380,158.104,1.835,20.496,0.793,46.166,0,0,1.308
0.905,34.537,7.426,316.815,1.853,0.990,0.174,4.818,0,0,1.326
1.198,24.018,9.223,210.349,1.692,2.001,0.743,29.830,0,0,1.309
1.020,25.515,8.230,210.119,1.278,63.462,0.196,9.040,0,0,1.283
1.056,23.388,3.873,162.683,2.534,0.405,1.286,32.026,0,0,1.315
1.194,26.400,7.189,174.517,1.987,0.421,1.736,10.513,0,0,1.301
1.254,19.813,1.065,270.767,1.387,0.407,1.058,13.785,0,0,1.297
1.343,25.477,3.934,131.364,2.605,0.438,1.273,42.116,0,0,1.327
1.298,29.097,3.727,283.271,0.824,50.221,0.513,4.830,0,0,1.266
1.266,27.921,13.882,111.187,2.941,7.015,0.348,26.543,0,1,1.347
1.302,22.745,4.281,153.905,2.321,21.784,0.995,57.699,0,1,1.321
1.013,25.831,4.356,278.121,1.982,0.400,0.750,39.505,0,1,1.325
0.986,36.282,7.526,322.985,1.805,0.456,1.902,22.237,0,0,1.325
1.171,29.911,10.264,217.251,1.267,32.330,1.230,10.334,0,0,1.273
1.084,25.743,7.231,231.877,2.234,0.402,0.528,64.708,1,0,1.319
1.434,23.301,14.344,147.396,2.150,1.028,0.578,43.412,0,1,1.357
1.155,22.445,7.868,258.304,1.585,7.259,1.615,9.338,0,1,1.303
1.196,21.590,3.036,371.990,1.088,21.496,0.170,46.481,0,0,1.304
1.191,24.124,2.601,268.807,1.753,12.089,0.123,59.098,0,1,1.311
1.238,27.776,3.109,397.605,1.037,4.288,0.918,26.910,0,0,1.284
1.020,31.200,8.763,393.272,1.311,0.620,1.222,18.435,0,0,1.309
1.128,27.898,3.055,216.355,2.130,0.467,0.905,37.847,0,0,1.320
1.027,27.496,5.467,210.856,1.736,26.986,0.808,7.499,0,0,1.287
0.860,29.772,7.865,227.374,2.027,27.614,0.177,11.096,0,0,1.294
0.993,28.799,8.329,237.486,1.790,20.095,0.416,23.938,0,0,1.299
0.728,21.963,2.341,294.000,1.898,8.119,1.004,3.819,0,0,1.330
1.143,25.679,12.339,304.409,1.187,2.960,0.819,7.576,0,0,1.292
1.120,33.019,9.434,153.343,2.062,17.963,0.911,0.227,0,0,1.282
0.905,26.623,4.201,294.261,1.828,0.403,2.233,12.416,0,0,1.323
1.101,22.105,8.877,260.332,1.472,0.918,0.889,9.506,0,0,1.301
1.070,31.660,3.699,478.244,0.923,53.233,0.285,24.993,0,0,1.279
1.082,30.594,6.306,274.344,2.215,1.995,1.611,50.269,1,1,1.321
1.186,22.457,9.089,321.658,1.048,35.713,0.730,44.622,0,0,1.311
0.881,35.007,1.888,227.997,2.817,2.304,0.573,9.600,0,0,1.360
1.037,25.430,1.453,124.355,2.937,20.143,0.458,38.859,0,0,1.294
0.747,29.496,2.392,207.079,1.830,74.079,0.525,2.177,0,0,1.268
1.037,23.626,6.304,402.890,1.098,21.815,0.529,12.127,0,0,1.314
0.968,26.882,3.395,326.887,1.562,0.419,1.772,2.999,0,0,1.317
1.368,25.016,5.064,167.233,1.701,5.415,1.625,12.220,0,0,1.296
1.259,22.027,7.897,161.844,1.701,20.607,0.444,27.297,0,0,1.304
1.031,23.923,2.654,284.952,1.625,7.567,1.512,31.147,0,0,1.312
1.231,23.251,4.788,149.836,1.837,23.824,0.954,15.656,0,0,1.293
1.101,26.510,3.271,384.996,1.372,0.645,0.937,31.596,0,1,1.302
0.916,29.170,5.457,331.091,1.721,6.343,2.170,1.048,0,1,1.321
1.101,21.832,7.655,336.036,1.226,0.421,0.930,7.770,0,0,1.305
1.168,25.993,4.162,218.688,1.744,1.481,0.658,8.109,0,0,1.300
1.232,24.967,7.083,167.423,2.341,9.752,1.010,36.453,0,1,1.329
0.728,31.823,1.113,422.688,1.608,32.309,1.116,0.973,0,0,1.351
0.844,27.552,10.474,145.282,2.354,41.287,0.895,9.047,0,0,1.267
1.069,32.452,5.194,362.312,1.543,0.722,0.352,30.772,0,1,1.309
1.117,23.221,6.359,208.008,1.856,10.492,0.751,44.092,0,0,1.315
0.968,29.388,12.293,152.652,1.424,74.141,0.517,14.414,0,0,1.256
1.102,26.458,4.937,251.080,1.792,26.268,1.194,51.341,0,1,1.307
1.074,25.314,4.451,135.464,1.972,48.978,0.718,40.997,0,0,1.278
1.482,32.702,3.150,177.474,1.602,0.461,0.449,21.464,0,0,1.293
0.904,30.579,5.350,316.779,1.635,24.995,1.391,19.480,0,0,1.308
1.047,23.013,7.047,379.773,1.265,0.432,0.186,34.863,0,0,1.320
1.211,24.642,2.399,210.860,2.017,8.432,0.545,67.921,0,0,1.320
0.921,27.199,7.394,174.235,2.944,11.119,1.149,23.419,0,1,1.332
1.057,25.330,4.582,174.274,2.042,24.816,0.823,27.145,0,0,1.296
1.479,27.700,5.320,203.140,1.388,0.430,0.901,22.216,0,0,1.295
1.166,27.899,5.178,340.229,1.075,17.052,1.688,0.893,0,0,1.288
0.915,36.674,2.563,355.742,1.806,2.057,2.098,7.764,0,0,1.340
1.340,22.046,3.348,155.487,2.561,0.000,0.507,37.540,0,1,1.338
1.431,22.547,0.712,161.042,1.888,0.404,0.252,12.192,0,0,1.301
1.254,24.767,1.575,227.829,1.562,11.234,1.063,18.986,0,0,1.298
1.224,24.782,10.769,213.614,1.873,0.401,1.373,64.394,0,0,1.342
1.309,23.698,6.846,192.401,1.717,2.160,0.300,27.334,0,0,1.312
1.232,33.012,3.867,320.330,0.741,83.608,0.525,30.594,0,0,1.248
1.187,26.750,1.604,161.840,2.783,11.145,0.379,43.890,0,1,1.332
0.903,36.011,1.872,210.789,2.265,35.056,0.489,3.696,0,0,1.294
1.145,24.667,8.152,193.988,1.860,27.885,0.881,39.289,1,0,1.289
1.204,23.859,3.304,169.161,2.465,1.817,0.689,13.757,0,1,1.326
0.853,28.848,8.561,248.277,1.477,83.102,0.887,6.165,0,1,1.281
1.256,27.090,7.297,164.949,1.615,26.675,0.998,17.441,0,0,1.291
1.268,23.845,6.347,241.163,1.614,6.702,1.843,59.245,0,0,1.324
1.341,26.188,0.967,226.802,1.928,0.620,0.709,65.254,0,0,1.323
1.067,19.602,1.715,258.707,1.403,37.539,0.496,38.026,0,0,1.314
0.922,25.070,4.462,219.895,2.356,9.727,0.153,10.110,0,1,1.325
1.099,28.197,9.742,300.577,1.298,17.328,0.198,17.582,0,0,1.298
0.989,31.287,6.113,230.957,2.131,1.881,1.288,3.460,0,0,1.322
1.053,21.516,2.511,408.271,1.216,5.212,0.845,38.169,0,0,1.321
0.970,31.364,6.245,161.775,2.469,50.225,1.787,6.295,1,1,1.266
1.312,24.483,3.810,200.778,1.772,0.413,0.689,26.898,0,0,1.311
1.296,24.532,9.467,159.613,1.944,6.826,1.044,35.055,0,0,1.322
1.466,21.783,2.247,394.797,0.923,1.053,0.178,46.422,0,0,1.286
1.213,22.001,3.538,212.494,1.267,48.191,0.654,5.800,0,0,1.302
1.064,22.558,3.922,282.655,1.646,4.581,1.487,54.504,0,0,1.323
1.014,26.750,2.936,458.547,1.190,21.319,0.547,24.046,0,1,1.303
1.418,23.377,4.358,174.802,1.851,0.782,0.299,34.333,0,0,1.319
0.907,29.163,2.694,302.742,1.903,2.448,1.060,15.367,0,0,1.334
1.264,28.653,1.467,232.969,2.042,0.444,0.238,62.126,0,0,1.327
1.264,21.751,5.553,301.029,1.299,9.833,1.490,56.973,0,0,1.319
1.351,25.107,5.807,190.850,1.947,0.403,0.165,17.814,0,1,1.322
0.792,27.863,4.472,156.464,2.048,85.712,0.757,1.833,0,1,1.264
1.106,24.433,3.328,200.682,2.095,7.616,1.603,1.637,1,0,1.291
1.020,26.599,2.069,334.346,1.548,4.317,0.222,27.910,0,0,1.320
1.269,32.542,3.388,129.451,2.217,23.970,0.609,17.905,0,0,1.292
1.127,27.365,5.071,151.333,2.473,11.808,1.797,25.704,0,0,1.313
1.234,24.729,2.212,254.891,1.043,60.778,1.116,9.101,0,0,1.298
1.580,24.501,3.808,113.438,2.976,0.404,1.165,46.419,0,1,1.366
1.280,23.079,5.417,142.841,2.227,25.243,1.275,24.077,0,1,1.316
1.059,24.736,0.670,417.984,1.048,43.730,0.898,6.395,0,0,1.321
1.069,20.295,2.943,341.084,1.342,4.181,1.178,29.314,0,0,1.321
1.001,31.246,6.122,357.477,1.522,13.066,0.529,38.843,0,0,1.316
1.228,26.158,5.315,195.766,1.659,14.041,1.319,12.578,0,0,1.298
1.218,24.251,1.815,235.137,1.836,0.458,1.196,45.641,0,0,1.321
1.053,29.433,3.091,248.447,1.772,9.872,1.967,3.831,0,0,1.307
0.811,35.249,7.635,280.140,1.602,63.967,0.448,2.832,0,0,1.273
1.182,25.869,4.356,189.228,2.021,0.734,0.142,13.839,0,0,1.312
1.303,21.681,2.481,190.345,1.886,37.578,1.126,70.463,0,1,1.317
0.836,28.435,6.804,382.465,1.343,68.531,0.289,3.925,1,0,1.303
1.260,22.060,3.554,142.906,2.199,3.511,0.643,7.735,0,0,1.306
1.374,20.441,2.303,258.198,1.491,2.570,0.634,21.873,1,0,1.291
0.987,29.104,6.446,325.877,1.565,0.461,0.305,6.209,0,0,1.320
0.980,23.002,11.563,254.094,1.711,0.425,0.676,16.324,0,0,1.316
1.397,21.595,9.114,299.309,0.760,50.633,0.496,10.283,0,0,1.316
1.415,20.247,3.535,357.601,0.851,43.614,0.636,38.704,0,0,1.311
1.086,22.508,1.800,241.059,1.639,20.090,1.201,24.627,0,0,1.310
1.125,27.672,8.042,279.209,1.336,26.836,0.874,28.028,0,0,1.301
1.129,30.567,2.001,301.130,1.183,40.316,1.537,7.402,0,0,1.284
1.274,21.963,3.452,368.532,1.135,0.407,0.566,41.973,0,0,1.308
1.562,27.762,5.873,97.935,2.377,0.437,1.095,21.327,0,0,1.333
1.143,21.435,3.207,352.116,1.207,0.401,1.754,3.384,0,0,1.310
1.421,25.024,7.776,175.928,1.662,7.374,0.269,34.523,0,0,1.321
1.361,23.544,7.690,331.321,1.205,3.199,0.407,43.596,1,0,1.297
1.066,25.267,13.297,152.611,2.148,10.555,0.837,5.968,0,0,1.300
1.139,25.620,4.677,306.880,1.532,0.914,0.757,44.950,0,0,1.321
1.304,24.574,7.993,343.097,1.054,2.706,0.795,30.210,0,0,1.303
0.938,34.389,4.643,236.321,1.726,63.223,0.437,11.173,1,0,1.249
1.094,27.194,3.174,162.314,2.642,13.738,0.649,6.901,0,1,1.326
0.954,29.118,2.300,225.958,2.124,25.173,0.473,37.908,0,0,1.307
1.019,29.264,6.351,222.954,2.089,3.307,0.419,9.958,0,0,1.321
0.921,32.385,5.968,241.447,2.397,0.702,2.112,12.544,0,0,1.346
0.977,27.894,8.224,332.571,1.592,0.402,0.241,25.619,0,0,1.329
1.194,23.258,3.519,126.301,2.738,1.591,1.036,18.365,0,0,1.320
1.204,29.045,3.254,210.265,1.967,0.744,0.905,20.871,0,0,1.318
1.004,30.710,5.012,416.378,1.050,48.894,1.124,0.637,0,0,1.306
0.956,32.845,13.540,325.960,1.540,9.263,0.858,9.679,0,0,1.314
1.232,28.070,5.177,219.649,1.324,34.086,1.294,14.494,0,0,1.289
1.187,23.444,2.965,232.954,1.718,1.259,0.698,19.875,0,0,1.314
1.084,29.876,5.599,340.154,1.041,56.085,0.693,12.912,0,0,1.290
1.313,30.376,3.018,98.625,2.244,33.892,0.466,16.592,0,0,1.286
1.376,21.943,4.349,232.427,1.582,4.107,1.092,52.986,0,0,1.327
1.171,26.278,1.388,442.057,1.168,0.404,0.936,21.175,1,0,1.294
1.286,23.705,9.626,307.141,1.233,24.795,0.476,46.808,0,1,1.317
1.509,20.552,4.263,162.428,2.096,2.531,1.315,22.594,0,1,1.335
1.192,26.168,9.503,344.457,1.138,4.517,0.632,21.839,0,0,1.307
1.092,23.368,2.594,297.480,1.499,0.408,0.459,7.176,0,0,1.316
1.337,29.199,1.266,151.009,2.181,4.817,0.859,12.712,0,0,1.313
0.981,24.450,3.863,203.504,1.974,25.812,0.250,29.207,0,0,1.308
1.373,19.465,1.916,251.100,1.443,2.717,1.447,32.310,0,0,1.316
1.042,24.419,4.668,482.075,1.083,1.846,0.238,16.851,0,0,1.329
1.172,26.466,6.461,169.567,2.006,22.612,0.476,37.343,0,0,1.311
1.034,28.722,9.943,269.556,1.531,12.223,0.876,0.640,0,0,1.304
0.983,30.175,3.519,256.968,2.098,0.404,1.837,14.873,0,0,1.337
0.998,24.887,5.782,178.200,2.028,31.774,0.902,32.235,0,0,1.302
0.861,28.276,8.391,298.260,1.591,34.904,1.770,4.957,0,0,1.313
1.365,21.445,4.426,209.974,1.503,0.612,1.547,5.505,0,0,1.304
1.401,18.911,3.705,229.409,1.531,2.374,0.710,41.238,0,0,1.327
1.200,22.942,4.767,175.484,2.318,0.446,0.696,54.724,0,0,1.339
1.040,25.680,5.934,262.704,1.479,37.808,0.275,36.688,0,0,1.308
0.953,30.636,5.118,219.811,1.908,34.580,1.633,10.973,0,0,1.297
0.755,23.903,3.633,362.725,1.690,8.751,0.738,3.914,0,0,1.355
0.929,27.215,3.438,411.817,1.459,0.421,0.351,23.066,0,0,1.343
1.310,27.326,8.060,190.437,1.952,0.424,0.701,12.069,0,1,1.328
1.206,25.688,3.315,386.648,1.063,8.745,0.562,14.165,0,0,1.304
0.918,30.992,1.966,252.534,2.319,1.524,0.961,10.763,0,0,1.348
1.172,36.182,8.316,100.488,2.039,55.433,0.295,0.413,0,1,1.270
1.172,25.443,5.710,382.266,1.196,7.951,2.391,46.174,0,0,1.316
1.204,24.323,2.188,244.243,1.819,3.572,0.234,52.881,0,0,1.327
1.134,24.043,3.367,273.010,1.700,0.507,1.043,43.670,0,0,1.328
1.128,25.067,5.228,160.154,2.587,3.827,0.444,43.053,0,0,1.335
0.886,35.153,3.892,211.520,1.820,61.985,0.676,2.918,0,0,1.268
1.033,24.285,13.916,293.170,1.481,0.638,0.825,22.307,0,0,1.325
1.335,25.751,6.941,359.006,0.870,6.273,1.108,4.237,0,0,1.287
1.048,23.802,5.582,213.056,2.107,0.901,1.066,33.507,0,0,1.331
1.079,24.550,13.967,333.092,1.318,6.668,0.850,46.582,0,0,1.334
0.935,25.407,5.901,329.730,1.568,9.319,0.125,18.144,0,0,1.332
0.957,28.340,1.540,284.302,1.578,35.056,1.065,3.958,0,0,1.312
0.877,30.277,3.892,266.804,1.953,39.895,1.310,17.917,0,1,1.311
1.037,26.009,4.741,221.670,1.881,21.562,1.306,31.902,0,0,1.314
1.034,37.481,5.302,225.875,2.300,5.143,1.296,4.700,0,0,1.339
0.810,26.118,4.716,293.359,1.903,14.056,0.442,10.838,0,0,1.337
1.222,25.241,3.354,115.025,2.213,41.786,0.640,44.158,0,0,1.296
1.227,22.486,11.290,240.809,1.411,1.575,0.789,14.148,0,0,1.315
0.950,29.842,3.649,161.674,1.794,68.487,0.170,12.763,0,0,1.268
1.543,27.949,12.628,125.126,1.839,0.401,0.814,28.821,0,0,1.344
1.335,24.493,10.571,151.622,1.615,19.902,1.067,16.540,0,0,1.313
1.168,24.306,4.823,292.780,1.649,11.038,0.176,12.875,1,1,1.303
1.060,32.063,5.841,330.014,1.434,3.809,0.635,0.952,0,0,1.315
1.158,24.900,3.906,279.464,1.541,12.685,0.554,42.746,0,0,1.322
1.474,21.106,2.860,105.721,2.414,0.401,1.211,4.305,0,0,1.318
1.008,25.293,2.522,326.738,1.561,0.424,1.632,9.279,0,0,1.331
1.055,27.950,14.155,274.241,1.575,2.187,0.712,17.349,0,0,1.322
1.274,19.549,2.265,278.220,1.393,8.727,2.403,36.753,0,0,1.323
1.150,21.459,6.988,205.422,2.024,2.480,0.816,67.157,0,0,1.347
1.043,27.459,6.827,354.553,1.490,6.744,1.765,20.713,0,1,1.323
1.108,23.762,1.418,216.983,2.111,1.306,0.896,38.180,0,0,1.332
0.885,22.529,2.253,330.511,1.637,3.619,0.647,0.518,0,0,1.343
1.096,26.415,4.348,249.340,1.486,44.828,1.479,48.608,0,0,1.305
1.008,28.656,3.573,306.968,1.658,3.966,0.118,7.345,0,0,1.329
1.268,25.594,8.180,302.505,1.064,25.267,1.101,20.636,0,0,1.307
0.954,26.583,1.822,264.689,2.068,3.997,1.176,33.817,0,0,1.340
0.975,29.001,11.370,291.338,1.467,32.034,1.113,20.338,0,0,1.311
1.072,24.420,14.793,172.488,2.025,29.807,0.248,19.303,0,1,1.320
1.162,24.473,5.089,352.489,1.343,2.411,0.408,48.870,0,0,1.328
1.049,25.400,5.358,275.000,1.889,0.555,0.687,14.482,0,1,1.335
1.074,29.967,2.199,301.841,1.481,14.794,0.919,1.761,0,0,1.313
1.159,21.387,3.535,167.000,2.066,15.173,1.117,23.901,0,0,1.318
1.236,24.229,6.438,180.843,1.950,0.809,0.142,12.802,0,0,1.321
1.066,28.181,5.565,436.947,0.853,86.388,1.430,11.166,0,0,1.318
1.059,30.426,14.620,123.972,1.582,78.113,1.941,3.622,0,1,1.276
0.972,30.928,5.770,366.607,1.466,8.427,1.734,5.533,0,0,1.331
1.312,23.647,2.421,281.102,1.343,2.379,1.157,19.040,0,0,1.312
0.949,29.862,4.250,255.146,1.369,72.682,1.451,12.440,0,0,1.290
1.183,24.326,1.905,170.034,2.013,31.807,1.719,52.448,0,0,1.311
1.142,27.876,1.087,273.175,1.983,0.558,0.731,35.377,0,1,1.338
1.331,23.743,4.767,355.333,1.044,0.970,0.491,20.614,0,0,1.306
0.959,26.010,6.560,358.038,1.553,2.914,1.581,36.535,0,0,1.343
0.988,23.041,6.454,186.729,2.295,29.218,1.140,43.317,0,1,1.324
1.219,26.971,3.492,171.569,2.761,0.411,0.359,33.219,0,1,1.361
1.293,25.818,10.573,146.022,2.070,0.417,2.114,10.893,0,0,1.324
1.510,27.497,6.538,211.871,1.447,8.746,0.594,21.570,0,1,1.320
1.130,25.977,3.370,138.073,2.603,15.547,1.833,20.749,0,0,1.319
1.278,27.495,0.479,321.956,1.202,9.490,1.006,13.642,0,0,1.301
1.219,22.329,10.164,199.005,1.727,7.991,1.069,32.949,0,0,1.332
1.110,25.828,7.517,191.333,2.138,1.388,1.150,15.876,0,0,1.329
1.005,21.490,6.393,192.132,2.074,11.950,0.281,26.591,0,0,1.324
1.165,26.574,4.212,330.018,1.304,20.901,0.829,39.695,0,0,1.316
1.083,31.777,6.793,181.072,1.583,51.266,0.572,7.870,0,0,1.279
1.071,25.704,3.205,150.258,2.461,24.719,0.997,35.720,0,0,1.312
1.175,24.017,2.927,269.468,1.438,43.487,1.541,34.289,1,0,1.298
1.264,25.970,5.033,190.986,2.395,5.580,0.248,50.922,0,1,1.355
1.045,27.442,2.042,288.019,1.887,2.571,1.484,11.526,0,1,1.338
1.321,23.352,1.634,161.750,2.171,7.373,1.539,32.335,0,0,1.328
0.914,23.618,5.161,324.654,1.575,22.868,1.487,62.176,0,0,1.335
1.189,23.142,6.962,253.615,1.431,13.283,0.604,14.901,0,0,1.319
1.271,24.630,3.596,250.739,1.364,15.767,0.923,10.395,0,0,1.310
1.436,25.116,3.719,205.191,1.917,1.894,1.270,32.453,0,1,1.340
1.077,22.390,3.985,271.765,1.292,49.119,0.718,8.234,0,0,1.325
0.921,29.183,3.341,192.999,2.174,34.767,0.535,2.951,0,0,1.307
0.942,26.190,5.743,147.254,2.953,28.703,1.219,17.496,0,1,1.321
1.249,23.481,3.989,165.264,2.119,3.230,0.905,13.222,0,0,1.324
1.073,29.124,4.477,384.727,1.419,0.974,1.251,35.502,0,0,1.333
1.379,22.044,0.841,239.161,1.618,11.098,0.215,56.183,0,0,1.328
1.022,29.324,5.066,294.855,1.673,15.006,1.199,24.636,0,0,1.327
1.335,37.331,4.000,316.280,0.898,6.902,0.201,0.472,0,0,1.261
1.112,21.765,4.590,214.116,1.759,11.099,0.888,1.424,0,0,1.318
0.982,30.762,12.004,260.009,1.853,20.153,0.152,8.822,0,1,1.323
1.230,26.852,4.134,253.072,1.674,6.686,1.069,39.504,0,0,1.328
0.708,35.651,2.804,364.513,1.755,57.476,0.747,1.274,0,0,1.332
1.377,26.735,4.044,287.823,1.087,4.872,1.291,3.496,0,0,1.295
1.511,21.921,2.366,370.104,0.910,14.945,0.189,40.390,0,0,1.304
1.338,27.439,3.011,236.035,1.573,6.353,0.405,28.904,0,0,1.319
1.375,24.824,1.911,161.009,2.007,0.450,0.766,6.440,0,0,1.320
1.026,24.868,3.530,199.538,1.352,79.949,0.482,12.300,0,0,1.308
1.066,27.294,11.655,180.141,2.359,0.420,0.966,18.020,0,0,1.340
1.189,23.360,6.188,184.443,2.402,1.690,0.434,24.983,0,1,1.350
1.315,23.262,4.134,205.874,1.563,28.329,0.953,42.751,0,0,1.325
1.061,22.920,2.249,381.353,1.401,13.571,1.217,28.043,1,0,1.322
1.051,27.272,5.622,215.934,2.252,10.558,1.241,53.894,0,0,1.342
1.181,22.721,8.741,127.322,2.892,0.504,0.562,49.034,0,0,1.355
1.346,23.000,5.895,202.198,2.280,0.478,0.514,68.853,0,1,1.369
1.181,24.395,4.567,283.857,1.826,3.562,1.561,58.995,0,1,1.344
